Index,B cells,Epithelial cells,Mast cells,Myeloids,Stromal cells,T cells
A1BG,0.42953643,0.0064813835,0.08224908,0.20928496,0.41629392,0.11568589
A1BG-AS1,0.01874258,0.00020231887,0.017612021,0.01896778,0.048725907,0.0158146
A1CF,0.0005445481,0.2437142,0.006170181,0.0012289679,0.0015157093,0.00014972695
A2M,0.055017315,0.02517578,0.019967496,0.70748824,6.6191354,0.0068035666
A2M-AS1,0.00027339204,0.0005288926,0.03134255,0.0030360976,0.010175121,0.00918187
A2ML1,0.0002630116,0.020309037,0.11973436,0.0003759009,0.00037394647,7.040684e-05
A4GALT,0.0052104914,0.02040154,0.006504711,0.0055189864,0.5800321,0.0007948842
A4GNT,0.00023220108,9.663376e-05,0.050693206,0.0003469432,0.00023755804,5.7952013e-05
AAAS,0.06219758,0.30770043,0.009930262,0.03630597,0.14315495,0.018135577
AACS,0.037403252,0.27879447,0.030460902,0.016711008,0.07907997,0.014044589
AADAC,0.00016915468,0.0038841874,0.020029318,0.00039265136,0.0026179373,7.5897544e-05
AADAT,0.00021214745,0.09101551,0.005717236,0.0006003784,0.01990142,0.0001132179
AAGAB,0.033246245,0.42705846,0.01847839,0.03862939,0.1365763,0.034313813
AAK1,0.05011551,0.28455737,0.07803823,0.16872166,0.2990505,0.34993672
AAMDC,0.043063983,0.6969457,0.06114751,0.11714342,0.70443773,0.027923796
AAMP,0.24103804,1.8081017,0.06809071,0.24070458,0.6742996,0.12549606
AANAT,0.002799678,0.00061957457,0.0066127595,0.00024650554,0.0006115683,4.879375e-05
AAR2,0.028008165,0.29052356,0.019366352,0.033534046,0.13004117,0.024646059
AARD,0.0002467268,0.000119874814,0.02854527,0.0005254143,0.016198445,0.00026520062
AARS,0.13001725,0.447993,0.01912766,0.055269912,0.19660045,0.019659849
AARS2,0.006429144,0.04732924,0.010569531,0.013870293,0.020011775,0.0020873973
AARSD1,0.10016864,0.15648855,0.008922888,0.012522407,0.06003606,0.06527095
AASDH,0.029354995,0.21593969,0.0061817206,0.025568377,0.091950856,0.02361315
AASDHPPT,0.076016106,0.33592916,0.0294867,0.070405304,0.17563869,0.06501161
AASS,0.0038831718,0.011711608,0.017531835,0.00057403423,0.12715356,0.0005861376
AATBC,0.00023816687,0.0035656353,0.0061915605,0.0042454074,0.00025309948,5.8309553e-05
AATF,0.11015926,0.731823,0.036035478,0.13914631,0.27014786,0.11928947
AATK,0.000422341,0.047612857,0.011316492,0.018208014,0.023651008,0.00072693406
ABAT,0.0056925425,0.09935557,0.006673675,0.016400998,0.019018505,0.018965166
ABCA1,0.016221281,0.053447276,0.23042604,0.7444408,0.35844314,0.005714363
ABCA10,0.0044664945,0.0025842288,0.0068144156,0.00046894522,0.06183012,9.360494e-05
ABCA12,0.00013669995,0.0041184775,0.0063776122,0.00017817506,0.00019474632,5.978479e-05
ABCA13,0.0002952507,0.00518713,0.007284491,0.0002756859,0.00030098623,4.6823036e-05
ABCA2,0.0018650702,0.1906331,0.014551949,0.011666939,0.058453094,0.020762848
ABCA3,0.0016113434,0.03541667,0.0069078878,0.0019643507,0.023369169,0.00090552843
ABCA4,0.00016101629,0.000654596,0.0110523375,0.00018154956,0.0032742366,5.3542466e-05
ABCA5,0.07431855,0.17371596,0.014371479,0.03485,0.0958247,0.027006896
ABCA6,0.0049954895,0.00040071798,0.0061488757,0.007895643,0.17048237,0.0001760268
ABCA7,0.013298449,0.194584,0.020322122,0.040969737,0.008288527,0.016241571
ABCA8,0.005887289,0.00039381013,0.0061733397,0.00042578275,1.0436103,0.00019246302
ABCA9,0.0015624244,0.00043111463,0.0072306828,0.00039318376,0.05943153,5.5958135e-05
ABCB1,0.016606206,0.20197111,0.011099811,0.0024508927,0.0713949,0.046056703
ABCB10,0.006049079,0.16318843,0.0065204087,0.040381897,0.04448674,0.007553454
ABCB11,0.00014509761,0.00020108614,0.018438162,0.00020932895,0.00020700776,5.8654638e-05
ABCB4,0.011698643,0.0031322287,0.0069507333,0.007063647,0.022873173,7.4458134e-05
ABCB5,0.00034650147,0.00043162997,0.012974524,0.000574381,0.009688327,9.921704e-05
ABCB6,0.00014224477,0.0011476903,0.0062254607,0.00017056563,0.00085967797,8.4996216e-05
ABCB7,0.038962882,0.30611843,0.009432413,0.05911097,0.11940312,0.02747586
ABCB8,0.049437825,0.23055165,0.049416542,0.051370643,0.109823376,0.023473525
ABCB9,0.114392325,0.039265905,0.011767237,0.002644671,0.017909974,0.0014783554
ABCC1,0.014669364,0.21080174,0.01997916,0.057569623,0.07342432,0.029375708
ABCC10,0.0075374697,0.097008586,0.00611373,0.013050025,0.034339342,0.009694934
ABCC11,0.00022472952,0.0009817749,0.006836022,0.00017183734,0.00019500169,6.483188e-05
ABCC2,0.00042985467,0.016648438,0.007436038,0.0007092433,0.0026695167,7.426447e-05
ABCC3,0.008927325,1.0421396,0.016501017,0.10398688,0.035978593,0.0017281908
ABCC4,0.017241118,0.091856726,0.08420143,0.02260707,0.14117438,0.0020785648
ABCC5,0.0130682485,0.17570297,0.019642519,0.08588668,0.0998014,0.008289002
ABCC6,0.0005930329,0.13118231,0.0070861434,0.0053385203,0.009654676,0.0002297037
ABCC8,0.00025238915,0.0018459975,0.054493096,0.00019068948,0.0020201518,5.4883843e-05
ABCC9,0.00017326421,0.00044717983,0.007969915,0.00053881615,0.101219304,7.274309e-05
ABCD1,0.007384314,0.08132,0.026362728,0.08503991,0.042215634,0.0041289455
ABCD2,0.007160749,9.108055e-05,0.0061394623,0.00022849208,0.00096993975,0.008542373
ABCD3,0.02250547,0.44878364,0.029470513,0.03536165,0.14722656,0.019044094
ABCD4,0.09435863,0.2702503,0.030196022,0.05445739,0.28227115,0.06729036
ABCE1,0.13037638,0.83049154,0.02896418,0.14202191,0.27536458,0.09668124
ABCF1,0.26042384,1.0748444,0.1254431,0.24549983,0.52236664,0.20901835
ABCF2,0.0399882,0.4682219,0.023692228,0.052056275,0.16874729,0.038019132
ABCF3,0.06360889,0.2192834,0.017618338,0.03629974,0.11259497,0.04356035
ABCG1,0.05701072,0.14459953,0.006193168,0.2243559,0.22180967,0.09169901
ABCG2,0.0049813134,0.008127241,0.0075019854,0.01339134,0.038658746,0.00013995697
ABCG4,0.0001252795,0.00017830005,0.00845016,0.00022877436,0.0012557991,5.0054845e-05
ABCG5,0.00013942097,0.014969469,0.0062906155,0.00022023634,0.00023159795,5.7562833e-05
ABCG8,0.0001589302,0.0011293056,0.0068018404,0.00018235689,0.00020845508,5.673258e-05
ABHD1,0.0041902782,0.008393339,0.011238152,0.00053905195,0.0026521594,0.00073203875
ABHD10,0.022784593,0.16277474,0.009053681,0.019842405,0.06208495,0.010690014
ABHD11,0.07535906,2.037065,0.013244634,0.05395475,0.09575317,0.021205893
ABHD12,0.13464114,1.6425902,0.0470807,0.43905944,0.31326035,0.046832383
ABHD12B,0.00023308919,0.051166825,0.008342465,0.0007468506,0.0011342199,9.21465e-05
ABHD13,0.062764004,0.37279806,0.013696473,0.082066864,0.18542898,0.07742425
ABHD14A,0.25778356,0.37277228,0.11558709,0.06725942,0.3389317,0.101213135
ABHD14B,0.2679719,1.5687374,0.11108982,0.146659,0.5181803,0.21889628
ABHD15,0.032464493,0.080444165,0.006758516,0.04785827,0.016405024,0.028863948
ABHD16A,0.0057405224,0.024247922,0.006544271,0.004799958,0.012359807,0.0011700328
ABHD17A,0.06856364,0.52713287,0.037514135,0.1260729,0.44405368,0.18264867
ABHD17B,0.07266229,0.37464872,0.11289574,0.058027405,0.118006736,0.07277962
ABHD17C,0.009881559,1.0384643,0.0104458425,0.049787175,0.06846656,0.0014942819
ABHD18,0.017454421,0.107176706,0.013354711,0.024068974,0.028110204,0.018448828
ABHD2,0.032494847,1.5621687,0.08111148,0.25856552,0.23935686,0.03677401
ABHD3,0.2595904,0.67585206,0.04183942,0.14772801,0.16295159,0.14075015
ABHD4,0.017422058,0.057877216,0.010029243,0.010494403,0.061319612,0.003372236
ABHD5,0.16948617,0.36360326,0.06177106,0.18077305,0.41826987,0.061734803
ABHD6,0.004184501,0.09250312,0.027454125,0.059302427,0.03674475,0.0049993508
ABHD8,0.037993662,0.025275918,0.01939801,0.047878455,0.078247175,0.008802661
ABI1,0.16459657,0.80570835,0.07887708,0.41498962,0.31842482,0.15866356
ABI2,0.049550988,0.39087895,0.023406822,0.07602432,0.4355528,0.038054474
ABI3,0.052866764,0.0040704664,0.007121407,0.3951494,0.2534937,0.17254128
ABI3BP,0.0056748535,0.00082588394,0.01225319,0.0021159153,0.43975967,0.00011305019
ABL1,0.014153639,0.28497607,0.031209864,0.05184694,0.22334084,0.018181754
ABL2,0.06562729,0.2617969,0.030504543,1.4868349,1.8479061,0.018413607
ABLIM1,0.04297824,0.86702967,0.00978936,0.005977506,0.33606327,0.10480563
ABLIM2,0.00062699866,0.18459785,0.005987702,0.0007279485,0.020996477,0.0011923481
ABLIM3,0.00035986677,0.020938827,0.0059722173,0.013947311,0.10243,9.976189e-05
ABO,0.002384627,0.35139766,0.016274562,0.0015818793,0.045401257,0.0011466385
ABR,0.028839024,0.5093581,0.030790346,0.17626323,0.15700476,0.030644061
ABRA,0.00012885428,6.1545754e-05,0.00772092,0.0002509968,0.0009092396,5.6894463e-05
ABRACL,0.3654373,3.467743,0.349598,1.0147213,0.5616492,0.68553424
ABT1,0.1834685,0.82228845,0.086491555,0.10138505,0.21879707,0.19024621
ABTB1,0.093640976,0.25134128,0.066608,0.09283784,0.3019167,0.0894718
ABTB2,0.0041464916,0.12264799,0.006362234,0.01108822,0.020158848,0.012778904
AC002306.1,0.0039762813,0.0055346973,0.006637716,0.00040389635,0.00035579098,0.019213483
AC002454.1,0.00017900148,0.003982561,0.006331052,0.0003053019,0.0033119402,7.956684e-05
AC003101.1,0.00014635824,0.00010274155,0.07563253,0.0002620658,0.0002260448,5.8640602e-05
AC003956.1,0.00078482454,0.0041438164,0.008318203,0.0006369551,0.00051218225,7.4535164e-05
AC004012.1,0.00015678951,0.000470113,0.006832266,0.00030404024,0.00034412037,8.0575e-05
AC004593.3,0.0001462425,0.00026698408,0.010343734,0.00018268074,0.00020892384,4.930761e-05
AC004837.4,0.00016548255,8.474777e-05,0.28406075,0.000235023,0.00034582024,6.413823e-05
AC004988.1,0.00017249229,8.1585524e-05,0.008081188,0.019160341,0.0008784761,5.057977e-05
AC005009.1,0.00014451978,7.842602e-05,0.032403063,0.00019168355,0.00030294512,5.1635187e-05
AC005224.2,0.00067825645,0.007927109,0.005731132,0.0006405143,0.0039541987,0.00015038061
AC005253.2,0.007113793,0.013916827,0.0071600555,0.0014516701,0.0067073856,0.0035175586
AC005256.1,0.00043777845,0.15123875,0.006979444,0.00040470928,0.0010458927,0.000102950486
AC005307.1,0.000120510216,0.002044991,0.0061767283,0.0004959562,0.00022387724,5.5579756e-05
AC005498.3,0.00016951494,0.0014533404,0.006745288,0.000505545,0.004142982,0.00028569135
AC005523.2,0.009807726,0.018730823,0.005716937,0.004805369,0.007395869,0.0051419004
AC005740.5,0.00022159312,0.00010581576,0.40996918,0.0003192174,0.0003357581,7.625315e-05
AC006449.2,0.0001485212,0.0001953507,0.0074343937,0.0003245585,0.00022940591,0.00021092653
AC006460.2,0.000499416,0.0002507704,0.008575919,0.00017396646,0.00029929905,0.0005116788
AC007009.1,0.00011463051,0.013034221,0.0064176326,0.00021726354,0.00041324113,4.748368e-05
AC007098.1,0.00018466674,8.141424e-05,0.28686845,0.0002412903,0.00030615221,7.126714e-05
AC007099.1,0.00013722484,0.009502732,0.007583528,0.00023926908,0.00037194754,5.205885e-05
AC007319.1,0.00014438877,0.00012488736,0.0060916306,0.00046389241,0.003367457,6.129664e-05
AC007325.2,0.00014876862,0.0043436973,0.007845576,0.00017400215,0.00060538284,5.0397848e-05
AC007325.4,0.012939955,0.083130226,0.0108172875,0.013097618,0.062901616,0.0027471576
AC007364.1,0.00013243678,0.002665072,0.012838878,0.00017417077,0.0005268143,4.8462494e-05
AC007620.3,0.00068854785,0.002308614,0.006060972,0.0005788528,0.000362803,0.00013667323
AC007743.1,0.00011718057,0.00016801072,0.0072475513,0.00018471153,0.0020814724,0.00010158329
AC007879.3,0.00020725378,9.336757e-05,0.47841233,0.0002654678,0.00037370218,6.800531e-05
AC007950.2,0.012897534,0.004862274,0.0111374,0.0034116022,0.006296812,0.0023253781
AC007952.4,0.0001298742,6.944119e-05,0.09338916,0.00020995876,0.00031203128,5.8078476e-05
AC007952.6,0.00017045048,8.752347e-05,0.27756843,0.00027128827,0.00030406847,6.6557266e-05
AC008522.1,0.00033221554,0.002842013,0.0058556683,0.00084516045,0.0016952604,0.00016566929
AC008686.1,0.0002906623,6.541117e-05,0.086964205,0.00026556052,0.00028097784,5.820454e-05
AC008691.1,0.00019076788,8.0619095e-05,0.284533,0.00026396156,0.00028501893,7.727387e-05
AC008937.3,0.00015428943,0.0001052294,0.12673439,0.0002841257,0.0003590814,5.7448153e-05
AC009065.4,0.00026197542,0.0011018434,0.0067637097,0.00027341643,0.00048759123,0.00012589977
AC009120.5,0.00019288516,0.00010165211,0.18107189,0.00024312074,0.0002394807,6.19039e-05
AC009228.1,0.00033267788,9.024744e-05,0.0065091997,0.00035802773,0.002236164,6.781971e-05
AC009299.3,0.012426358,0.04951921,0.005840048,0.0021870018,0.0003783809,0.0061437814
AC009403.2,0.06126132,0.13283604,0.01334418,0.0146489255,0.015949374,0.01606685
AC009495.3,0.0001594954,9.9392724e-05,0.06436727,0.00021468311,0.0003304134,6.062929e-05
AC009506.1,0.0028035545,0.059388697,0.018232731,0.030306412,0.043706957,0.00012257436
AC010745.1,0.00013675535,0.0062120464,0.0065970425,0.00031144192,0.00025512752,5.7553283e-05
AC010894.3,0.002333697,0.014607853,0.006298931,0.006293735,0.0073111295,0.00019827303
AC010976.2,0.00014425746,0.00011598994,0.0073608486,0.006023529,0.00045989544,6.301097e-05
AC011043.1,0.0012155599,0.08057413,0.018645924,0.0016285541,0.04577207,0.00046285664
AC011997.1,0.0012871027,0.0015503706,0.013433637,0.00021037177,0.0040870104,0.00090123806
AC012065.4,0.00019034126,9.564635e-05,0.21748902,0.00026466599,0.00027776146,7.262742e-05
AC012123.1,0.00052572,5.8750502e-05,0.014067495,0.0001805082,0.00047502038,5.1687122e-05
AC012368.1,0.00060032966,0.00025329686,0.007070859,0.00052139245,0.00025768805,7.2616946e-05
AC015987.1,0.0020064947,0.004155643,0.011037048,0.00030172308,0.0030593856,0.0016808144
AC016735.1,0.00015065624,0.0010985779,0.0071232957,0.00019623147,0.0001971211,5.2298987e-05
AC016831.7,0.6887567,0.10026572,0.018083822,0.10563455,0.13283366,0.5060608
AC019117.1,0.00017391906,8.1347345e-05,0.2914527,0.00024011791,0.00034461252,7.9571306e-05
AC019117.2,0.00017460766,0.00012219891,0.014184843,0.00026217345,0.0002154714,7.562372e-05
AC019186.1,0.00012507831,0.00043643382,0.00848594,0.00080966443,0.00040600201,6.999045e-05
AC019330.1,0.00015931479,0.00041596018,0.008869851,0.00016084923,0.00021537665,5.0506118e-05
AC022182.1,0.0023765608,0.0019435077,0.006604815,0.0005415409,0.0003182864,0.00018820222
AC023347.1,0.00013772647,9.417855e-05,0.008228499,0.00019988662,0.0002040069,5.332813e-05
AC023481.1,0.00012901287,0.0007336178,0.007632788,0.00022464858,0.00033225035,4.67402e-05
AC023590.1,0.05052456,0.048241634,0.0066716024,0.024345905,0.012671249,0.012254512
AC024361.1,0.00014916997,7.888838e-05,0.15242127,0.00023237482,0.0002864445,6.853583e-05
AC025171.1,0.0032003724,0.0007809864,0.016140368,0.0034189923,0.0089026205,0.0028221146
AC027601.1,0.00015194426,9.611362e-05,0.03278029,0.0003338687,0.0002475242,6.53055e-05
AC034243.1,0.00036610157,0.0025630835,0.0058808187,0.00047592205,0.00058750337,5.070542e-05
AC058791.1,0.1808453,0.20814613,0.013496686,0.2586999,0.0692327,0.08154491
AC061992.2,0.0029660773,0.0037003488,0.0059903287,0.012602427,0.037234858,0.00038461012
AC062028.1,0.00026322826,0.00020202041,0.008077295,0.0002353929,0.00036042105,5.525103e-05
AC062029.1,0.02383828,0.015846819,0.006543378,0.005305223,0.008190626,0.00095960445
AC068196.1,0.00018057122,7.640706e-05,0.007548906,0.00017644602,0.00034996937,0.00021820265
AC068831.6,0.00024964433,0.00083667104,0.006258057,0.00021911209,0.0005796834,0.000100113546
AC073072.1,0.00014326224,8.361604e-05,0.096302524,0.00020795275,0.00027601336,5.8812206e-05
AC073254.1,0.00020320459,0.00039964056,0.009491168,0.00017267895,0.0036989606,5.0582265e-05
AC073257.2,0.00014201456,0.0003371323,0.0077772,0.00022686136,0.0017020545,5.3971467e-05
AC079466.1,0.0001622501,0.00017505896,0.013556681,0.00026515333,0.0002107203,5.4211207e-05
AC079907.1,0.00018184904,8.091813e-05,0.268707,0.0002747359,0.0003142966,5.983854e-05
AC084809.2,0.0042786766,0.016948529,0.007767694,0.00029120652,0.0006877775,0.0001088112
AC087392.1,0.00016525344,7.9888734e-05,0.13836361,0.00024745593,0.0002652572,6.144994e-05
AC091133.1,0.00019387614,7.564774e-05,0.014806045,0.0001796908,0.0005050044,7.3528056e-05
AC092171.4,0.00013420846,0.00023002249,0.013085294,0.00023002396,0.00021407845,5.6035846e-05
AC092198.1,0.00016093915,0.00040047592,0.0075951726,0.0002741876,0.00020489613,5.3909538e-05
AC092384.1,0.0001773876,7.989474e-05,0.2836359,0.00025373965,0.00032087832,6.723948e-05
AC092580.4,0.014006475,0.009984569,0.011570736,0.009973138,0.015901698,0.66614205
AC092652.1,0.0001604044,6.206529e-05,0.006099555,0.00017743104,0.010600553,5.8023063e-05
AC092687.3,0.00016590992,8.041835e-05,0.21151336,0.00022809654,0.00027735994,7.6929435e-05
AC093159.1,0.00031401368,0.00064323837,0.007377668,0.00031879812,0.0004758508,7.461005e-05
AC093326.1,0.0001788055,0.00011508909,0.14799362,0.00022134228,0.00026764878,5.7364956e-05
AC093382.1,0.00085581525,0.0015137336,0.006603724,0.0043975315,0.0004733478,8.335877e-05
AC093627.7,0.00017273882,8.514316e-05,0.026179025,0.00036917793,0.00028501567,5.4834676e-05
AC093732.1,0.0001267929,0.002466501,0.0065901736,0.00033158038,0.0002024619,5.239089e-05
AC097532.2,0.00016270461,7.8593905e-05,0.18646097,0.00022409145,0.00030535462,5.9564376e-05
AC099344.3,0.00014677484,0.00011467468,0.047676384,0.00020748022,0.00024350603,5.642006e-05
AC099850.1,0.0001994302,0.013299841,0.0062014,0.0008168742,0.010568479,0.0003063479
AC100821.2,0.00018897335,7.894933e-05,0.21001719,0.0002565584,0.00027213665,6.7544046e-05
AC100830.3,0.00044820798,0.0025453789,0.006538941,0.0010835377,0.026069473,0.0002621675
AC104024.2,0.0009295384,6.3148604e-05,0.008591787,0.0001752722,0.00030008415,5.853911e-05
AC104088.1,0.00015014144,0.00014743704,0.033901542,0.0001883383,0.00025951164,5.406713e-05
AC104653.1,0.0038034273,0.00023786305,0.013996183,0.0019245875,0.0008114405,0.00021520912
AC104695.4,0.00018517897,8.1762315e-05,0.2364414,0.00022635613,0.00028059346,6.2168554e-05
AC104699.1,0.18850812,0.0002063455,0.0058898996,0.00018137317,0.0009949716,6.0380677e-05
AC104794.4,0.00016302592,8.2682076e-05,0.1528342,0.00022089237,0.0002790399,5.9463975e-05
AC104809.2,0.00019375491,8.536436e-05,0.53460866,0.00030038957,0.0002956163,6.623468e-05
AC108925.1,0.00015546371,9.004931e-05,0.12299459,0.00022429001,0.00025602194,6.579118e-05
AC129492.1,0.00015389675,0.00011972741,0.019654965,0.00025306395,0.00022815357,5.2816595e-05
AC133644.2,0.06182265,0.0085656755,0.021676809,0.1298616,0.18132037,0.28368342
AC133785.1,0.00013092237,0.0018563359,0.011009432,0.0001833624,0.00037180647,7.1129856e-05
AC136616.1,0.00013375572,0.00095498515,0.007250903,0.00022353818,0.00028399803,5.160915e-05
AC139887.4,0.00014580243,0.00012526648,0.024303945,0.0002068369,0.00028033898,5.7018347e-05
AC140912.1,0.00032214713,0.018758684,0.007859885,0.00027357336,0.031381954,7.6440185e-05
AC144652.1,0.0019116593,0.035010934,0.006306576,0.010875874,0.009255714,0.00735684
AC144831.1,0.00021019427,0.005221474,0.011837607,0.019930469,0.012152406,0.0029683304
AC147651.1,0.00014073157,7.660596e-05,0.053961463,0.00019924183,0.0005454749,5.694823e-05
AC147651.4,0.020985764,0.00084909226,0.029303154,0.093208835,0.035971716,0.020188043
AC159540.2,0.00014661797,8.127087e-05,0.04101934,0.0002024558,0.000549094,5.730128e-05
AC234582.1,0.00018431437,8.349082e-05,0.4274521,0.00026636204,0.00030027836,7.3943025e-05
AC234582.2,0.000183296,9.210459e-05,0.36691448,0.00026790384,0.00031703355,7.127866e-05
AC240274.1,0.0020588734,0.030269848,0.006922027,0.0058424436,0.041090965,0.0005239162
AC253572.1,0.007342033,0.021630865,0.016660944,0.013418972,0.017137429,0.002984208
ACAA1,0.18323052,1.2392187,0.10447668,0.39696082,0.3883804,0.11734612
ACAA2,0.11562963,2.4770288,0.009257997,0.2036394,0.50266105,0.110662624
ACACA,0.01289227,0.26422366,0.007215414,0.016088115,0.059519354,0.011775537
ACACB,0.012070949,0.03733857,0.0060455245,0.0019203218,0.087744,0.0033390524
ACAD10,0.009978347,0.08526217,0.01088403,0.010816895,0.039634522,0.002961459
ACAD11,0.0028875703,0.003454173,0.0063644187,0.00042487582,0.0039259186,0.0002634913
ACAD8,0.0339173,0.1593105,0.013823133,0.027901392,0.100242235,0.023175845
ACAD9,0.021708673,0.20881116,0.013661502,0.040634092,0.114685185,0.009493852
ACADM,0.18178782,0.37921298,0.049266074,0.13162507,0.2732405,0.051896702
ACADS,0.035131883,0.4557486,0.030508943,0.071914285,0.16284162,0.021455357
ACADSB,0.018679192,0.15735173,0.009337568,0.012218948,0.05158298,0.015442188
ACADVL,0.91253364,2.1180627,0.23771259,0.6458593,1.2530485,0.21590745
ACAN,0.0002350842,0.0006991766,0.019002628,0.00039780774,0.07731634,6.9171045e-05
ACAP1,0.44766995,0.049145147,0.12462157,0.10607881,0.05393692,0.72186947
ACAP2,0.101600796,0.44217426,0.03520676,0.22888856,0.36318776,0.088532954
ACAP3,0.06450353,0.24123064,0.018318536,0.040794253,0.16395453,0.026205717
ACAT1,0.15938453,0.92900926,0.030881241,0.145012,0.47351733,0.065940425
ACAT2,0.057524234,1.3811601,0.01888452,0.13612396,0.17927659,0.08608945
ACBD3,0.15268846,0.77323264,0.055548504,0.14492811,0.3735934,0.04856696
ACBD4,0.029947298,0.06443675,0.009537457,0.007339132,0.04934615,0.0043953494
ACBD5,0.03581127,0.36696133,0.009350358,0.08322122,0.11371433,0.025749527
ACBD6,0.098786615,0.760865,0.048627622,0.09619968,0.35061106,0.049067494
ACBD7,0.0003264882,0.0011973187,0.0058919587,0.00016241154,0.00027764568,0.000101265825
ACCS,0.011203082,0.039092764,0.015601092,0.018358605,0.04570202,0.003019174
ACD,0.07569984,0.30659443,0.060274072,0.041463014,0.15763892,0.06651835
ACE,0.0028875405,0.11809414,0.00621352,0.064506255,0.32110387,0.0006119382
ACE2,0.0016967021,0.28796607,0.0070816255,0.0009802248,0.0005897932,0.0004935824
ACER2,0.00026599658,0.0020680854,0.007848273,0.00021554256,0.0008278628,0.00012397511
ACER3,0.016864676,0.24279721,0.105237916,0.28981063,0.17341971,0.016187662
ACHE,0.015544971,0.39350513,0.006654564,0.0144909965,0.058072597,0.0013650447
ACIN1,0.10854757,0.6441763,0.02852512,0.13055576,0.32811216,0.09297927
ACKR1,0.007112426,0.00619115,0.022792071,0.003302786,1.5746169,0.00037174174
ACKR2,0.0003797871,0.0065310607,0.006898592,0.0003104183,0.01028682,4.7905723e-05
ACKR3,0.0012809784,0.010628786,0.006795239,0.03338771,0.4234581,0.00023607461
ACKR4,0.00027353747,0.0030988564,0.009793038,0.00017991527,0.0562242,7.715399e-05
ACLY,0.04066266,0.7882559,0.0365162,0.1360212,0.29978064,0.04472865
ACMSD,0.00018523869,0.002009706,0.3606799,0.00023023652,0.00027500503,6.777262e-05
ACO1,0.013490488,0.27463382,0.0066692443,0.058815684,0.23217887,0.0068363003
ACO2,0.29293865,1.2437196,0.059413265,0.2495846,0.35744408,0.1029385
ACOT1,0.00014654233,0.00026917979,0.007860376,0.00022926553,0.0013385436,7.873227e-05
ACOT11,0.0029171857,0.2661398,0.036268614,0.039313797,0.017404845,0.000825596
ACOT13,0.07491796,1.2300245,0.035211746,0.20914844,0.26293096,0.03164254
ACOT2,0.0053415876,0.03345778,0.01531072,0.012970867,0.0435255,0.0070379274
ACOT4,0.00082457246,0.032484524,0.011495364,0.01658996,0.009803739,0.013206905
ACOT7,0.019374853,1.1147379,0.41611496,0.1441084,0.22504078,0.050775036
ACOT8,0.06742877,0.69131947,0.009629974,0.0906208,0.14292762,0.03811576
ACOT9,0.122922875,0.5726181,0.024223173,0.3815974,0.36698985,0.06757437
ACOX1,0.04040252,0.60071737,0.0062723355,0.09463725,0.15588945,0.017698629
ACOX2,0.00028739258,0.05755372,0.0062538395,0.010919241,0.042451918,0.000107226784
ACOX3,0.012996918,0.09601048,0.009487318,0.027085796,0.05104461,0.008499951
ACOXL,0.015420154,0.0039564124,0.008678592,0.00047250258,0.00085441297,0.00022962519
ACP1,0.5339212,4.116682,0.17395027,0.41489777,0.9095928,0.25901547
ACP2,0.063629575,0.17732301,0.013614405,0.35496908,0.24288307,0.017837891
ACP5,0.2619619,0.119538106,0.20810488,3.1727414,0.38550246,0.21221195
ACP6,0.014616505,0.23352534,0.008934903,0.006058412,0.02605107,0.029173775
ACPP,0.0005475114,0.023734508,0.006837599,0.015111463,0.0008481459,8.467831e-05
ACR,0.00011776984,0.028382124,0.006797726,0.0003703272,0.014491042,9.1600225e-05
ACRBP,0.0019968553,0.023059852,0.019884609,0.013494307,0.0012802033,0.00012824006
ACSBG1,0.0006662072,0.00083049096,0.01573657,0.0002767014,0.005504979,8.674802e-05
ACSF2,0.022382274,0.16753647,0.006605949,0.05771649,0.05738084,0.005420329
ACSF3,0.08450114,0.35478088,0.042281665,0.046972588,0.097271964,0.041614078
ACSL1,0.02644583,0.22256637,0.01858366,0.6548098,0.11260295,0.021033512
ACSL3,0.091034666,1.005034,0.103659555,0.3233436,0.34149408,0.059021346
ACSL4,0.03356017,0.18535383,0.59304744,0.25274265,0.2345071,0.024500608
ACSL5,0.06389755,1.930617,0.018101031,0.21223958,0.091130614,0.06393412
ACSL6,0.00094463804,0.17617899,0.006160106,0.0008011753,0.005480014,0.020254487
ACSM1,0.0006846679,0.006303341,0.0061925496,0.0007118397,0.0004216421,9.834659e-05
ACSM3,0.025927596,0.12882948,0.010508966,0.006105414,0.0074083926,0.0015364836
ACSM5,0.00012662887,7.8376e-05,0.011592677,0.007245373,0.005723323,5.5328288e-05
ACSS1,0.14704503,0.5051082,0.017908446,0.029837418,0.06684944,0.062889874
ACSS2,0.043195862,1.0566399,0.015659096,0.066888876,0.08388773,0.004889251
ACSS3,0.00020089641,0.012491388,0.006582864,0.00054338307,0.05540959,6.053353e-05
ACTA1,0.000399546,0.001330198,0.008600364,0.000545133,0.0010084787,6.0521375e-05
ACTA2,0.04546547,0.06782965,0.026105026,0.045427054,10.425917,0.04456082
ACTA2-AS1,0.00021756519,0.00018425322,0.005969696,0.00033810112,0.009290233,0.00010851471
ACTB,9.1714325,80.44958,7.9211307,57.692226,48.933968,17.658594
ACTBL2,0.00014330035,0.00087564817,0.015049235,0.000193756,0.00030367548,5.2229654e-05
ACTC1,0.00013586093,8.26684e-05,0.08219853,0.00059303845,0.0316326,6.769135e-05
ACTG1,4.2852926,66.93098,1.882462,9.065546,21.166779,4.135802
